,Province_State,Lat,Long_,date,confirmed,Population,deaths,Incidence_Rate,Mortality_Rate
1935,South Dakota,2921.9978651999995,-6554.50198811,2/23/20,0,884659.0,0,0.0,
1936,Tennessee,3409.0847101599993,-8180.328683919998,2/23/20,0,6829174.0,0,0.0,
1937,Texas,8041.803434339999,-25057.879425249983,2/23/20,0,28995881.0,0,0.0,
1938,Utah,1388.55098628,-3904.519943400001,2/23/20,0,3205958.0,0,0.0,
1939,Vermont,618.2329411800001,-1017.58132988,2/23/20,0,623989.0,0,0.0,
1940,Virgin Islands,18.3358,-64.8963,2/23/20,0,107268.0,0,0.0,
1941,Virginia,4996.297993259999,-10442.323660759994,2/23/20,0,8535519.0,0,0.0,
1942,Washington,1842.11767038,-4708.049596200001,2/23/20,1,7614893.0,0,0.013132160885254724,0.0
1943,West Virginia,2134.78395387,-4433.959998229999,2/23/20,0,1792147.0,0,0.0,
1944,Wisconsin,3196.450331630001,-6465.454558629999,2/23/20,0,5822434.0,0,0.0,
1945,Wyoming,990.9983666200001,-2464.5245707,2/23/20,0,578759.0,0,0.0,
1946,US,,,2/23/20,15,339573798.0,0,0.004417301949781178,0.0
1947,Alabama,2203.24678369,-5809.578199250002,2/24/20,0,4903185.0,0,0.0,
1948,Alaska,1747.1777653900003,-4293.070291,2/24/20,0,731545.0,0,0.0,
1949,American Samoa,-14.270999999999999,-170.132,2/24/20,0,55641.0,0,0.0,
1950,Arizona,505.13855463,-1671.9484819,2/24/20,1,7278717.0,0,0.013738684990775159,0.0
1951,Arkansas,2618.39170427,-6932.548370129999,2/24/20,0,3017804.0,0,0.0,
1952,California,2194.94977547,-7002.258461499999,2/24/20,10,39512223.0,0,0.025308624118668292,0.0
1953,Colorado,2491.870365929999,-6751.119357399998,2/24/20,0,5758736.0,0,0.0,
1954,Connecticut,332.90944112,-581.25463743,2/24/20,0,3565287.0,0,0.0,
1955,Delaware,117.32783047000001,-226.59971236999996,2/24/20,0,973764.0,0,0.0,
1957,District of Columbia,38.90417773,-77.01655992,2/24/20,0,705749.0,0,0.0,
1958,Florida,1939.0305769000004,-5540.949841920001,2/24/20,0,21477737.0,0,0.0,
1959,Georgia,5216.5566110300015,-13288.811358250005,2/24/20,0,10617423.0,0,0.0,
1961,Guam,13.4443,144.7937,2/24/20,0,164229.0,0,0.0,
1962,Hawaii,105.14141503,-786.6161824,2/24/20,0,1415872.0,0,0.0,
1963,Idaho,1947.5896553700004,-5036.245496399999,2/24/20,0,1787065.0,0,0.0,
1964,Illinois,4064.04900553,-9096.1896671,2/24/20,2,12671821.0,0,0.01578305122839093,0.0
1965,Indiana,3665.036491239999,-7932.1082973199955,2/24/20,0,6732219.0,0,0.0,
1966,Iowa,4160.9610923300015,-9253.08642292,2/24/20,0,3155070.0,0,0.0,
1967,Kansas,4040.9647841699993,-10298.87791087,2/24/20,0,2913314.0,0,0.0,
1968,Kentucky,4514.657262000001,-10223.986874159998,2/24/20,0,4467673.0,0,0.0,
1969,Louisiana,1989.9153525399995,-5876.747945990001,2/24/20,0,4648794.0,0,0.0,
1970,Maine,715.0030145,-1112.38029805,2/24/20,0,1344212.0,0,0.0,
1971,Maryland,936.35809657,-1840.2112226099998,2/24/20,0,6045680.0,0,0.0,
1972,Massachusetts,630.9941489099999,-1071.27703141,2/24/20,1,6892503.0,0,0.014508517442792551,0.0
1973,Michigan,3655.6204674499986,-7070.080729440003,2/24/20,0,9986857.0,0,0.0,
1974,Minnesota,3963.0251292199996,-8215.492913339998,2/24/20,0,5639632.0,0,0.0,
1975,Mississippi,2689.00357846,-7350.949515640001,2/24/20,0,2976149.0,0,0.0,
1976,Missouri,4460.9847262700005,-10729.940478620003,2/24/20,0,6626371.0,0,0.0,
1977,Montana,2630.5827033899996,-6143.222113400001,2/24/20,0,1068778.0,0,0.0,
1978,Nebraska,3842.9269300899973,-9210.62813682,2/24/20,0,1934408.0,0,0.0,
1979,Nevada,667.3519446600001,-1998.5878900999996,2/24/20,0,3080156.0,0,0.0,
1980,New Hampshire,434.78972876,-715.77656705,2/24/20,0,1359711.0,0,0.0,
1981,New Jersey,846.0152591300001,-1567.07144401,2/24/20,0,8882190.0,0,0.0,
1982,New Mexico,1140.1288462999999,-3494.2745445,2/24/20,0,2096829.0,0,0.0,
1983,New York,2637.7373826599996,-4679.39936508,2/24/20,0,26161672.0,0,0.0,
1984,North Carolina,3562.420971000001,-7950.109873960003,2/24/20,0,10488084.0,0,0.0,
1985,North Dakota,2511.8558565800004,-5313.217852090001,2/24/20,0,762062.0,0,0.0,
1986,Northern Mariana Islands,15.0979,145.6739,2/24/20,0,55144.0,0,0.0,
1987,Ohio,3547.3389435400018,-7289.51590458,2/24/20,0,11689100.0,0,0.0,
1988,Oklahoma,2733.6474108,-7488.35776672,2/24/20,0,3956971.0,0,0.0,
1989,Oregon,1601.7264242899996,-4373.1691055,2/24/20,0,4217737.0,0,0.0,
1990,Pennsylvania,2734.8112497699994,-5200.22629518,2/24/20,0,12801989.0,0,0.0,
1991,Puerto Rico,1422.70343,-5179.780198999999,2/24/20,0,3754939.0,0,0.0,
1992,Rhode Island,208.27571053,-357.32052549,2/24/20,0,1059361.0,0,0.0,
1993,South Carolina,1562.0437180300005,-3725.2363858399995,2/24/20,0,5148714.0,0,0.0,
1994,South Dakota,2921.9978651999995,-6554.50198811,2/24/20,0,884659.0,0,0.0,
1995,Tennessee,3409.0847101599993,-8180.328683919998,2/24/20,0,6829174.0,0,0.0,
1996,Texas,8041.803434339999,-25057.879425249983,2/24/20,0,28995881.0,0,0.0,
1997,Utah,1388.55098628,-3904.519943400001,2/24/20,0,3205958.0,0,0.0,
1998,Vermont,618.2329411800001,-1017.58132988,2/24/20,0,623989.0,0,0.0,
1999,Virgin Islands,18.3358,-64.8963,2/24/20,0,107268.0,0,0.0,
2000,Virginia,4996.297993259999,-10442.323660759994,2/24/20,0,8535519.0,0,0.0,
2001,Washington,1842.11767038,-4708.049596200001,2/24/20,1,7614893.0,0,0.013132160885254724,0.0
2002,West Virginia,2134.78395387,-4433.959998229999,2/24/20,0,1792147.0,0,0.0,
2003,Wisconsin,3196.450331630001,-6465.454558629999,2/24/20,0,5822434.0,0,0.0,
2004,Wyoming,990.9983666200001,-2464.5245707,2/24/20,0,578759.0,0,0.0,
2005,US,,,2/24/20,15,339573798.0,0,0.004417301949781178,0.0
2006,Alabama,2203.24678369,-5809.578199250002,2/25/20,0,4903185.0,0,0.0,
2007,Alaska,1747.1777653900003,-4293.070291,2/25/20,0,731545.0,0,0.0,
2008,American Samoa,-14.270999999999999,-170.132,2/25/20,0,55641.0,0,0.0,
2009,Arizona,505.13855463,-1671.9484819,2/25/20,1,7278717.0,0,0.013738684990775159,0.0
2010,Arkansas,2618.39170427,-6932.548370129999,2/25/20,0,3017804.0,0,0.0,
2011,California,2194.94977547,-7002.258461499999,2/25/20,10,39512223.0,0,0.025308624118668292,0.0
2012,Colorado,2491.870365929999,-6751.119357399998,2/25/20,0,5758736.0,0,0.0,
2013,Connecticut,332.90944112,-581.25463743,2/25/20,0,3565287.0,0,0.0,
2014,Delaware,117.32783047000001,-226.59971236999996,2/25/20,0,973764.0,0,0.0,
2016,District of Columbia,38.90417773,-77.01655992,2/25/20,0,705749.0,0,0.0,
2017,Florida,1939.0305769000004,-5540.949841920001,2/25/20,0,21477737.0,0,0.0,
2018,Georgia,5216.5566110300015,-13288.811358250005,2/25/20,0,10617423.0,0,0.0,
2020,Guam,13.4443,144.7937,2/25/20,0,164229.0,0,0.0,
2021,Hawaii,105.14141503,-786.6161824,2/25/20,0,1415872.0,0,0.0,
2022,Idaho,1947.5896553700004,-5036.245496399999,2/25/20,0,1787065.0,0,0.0,
2023,Illinois,4064.04900553,-9096.1896671,2/25/20,2,12671821.0,0,0.01578305122839093,0.0
2024,Indiana,3665.036491239999,-7932.1082973199955,2/25/20,0,6732219.0,0,0.0,
2025,Iowa,4160.9610923300015,-9253.08642292,2/25/20,0,3155070.0,0,0.0,
2026,Kansas,4040.9647841699993,-10298.87791087,2/25/20,0,2913314.0,0,0.0,
2027,Kentucky,4514.657262000001,-10223.986874159998,2/25/20,0,4467673.0,0,0.0,
2028,Louisiana,1989.9153525399995,-5876.747945990001,2/25/20,0,4648794.0,0,0.0,
2029,Maine,715.0030145,-1112.38029805,2/25/20,0,1344212.0,0,0.0,
2030,Maryland,936.35809657,-1840.2112226099998,2/25/20,0,6045680.0,0,0.0,
2031,Massachusetts,630.9941489099999,-1071.27703141,2/25/20,1,6892503.0,0,0.014508517442792551,0.0
2032,Michigan,3655.6204674499986,-7070.080729440003,2/25/20,0,9986857.0,0,0.0,
2033,Minnesota,3963.0251292199996,-8215.492913339998,2/25/20,0,5639632.0,0,0.0,
2034,Mississippi,2689.00357846,-7350.949515640001,2/25/20,0,2976149.0,0,0.0,
2035,Missouri,4460.9847262700005,-10729.940478620003,2/25/20,0,6626371.0,0,0.0,
2036,Montana,2630.5827033899996,-6143.222113400001,2/25/20,0,1068778.0,0,0.0,
2037,Nebraska,3842.9269300899973,-9210.62813682,2/25/20,0,1934408.0,0,0.0,
2038,Nevada,667.3519446600001,-1998.5878900999996,2/25/20,0,3080156.0,0,0.0,
2039,New Hampshire,434.78972876,-715.77656705,2/25/20,0,1359711.0,0,0.0,
2040,New Jersey,846.0152591300001,-1567.07144401,2/25/20,0,8882190.0,0,0.0,
2041,New Mexico,1140.1288462999999,-3494.2745445,2/25/20,0,2096829.0,0,0.0,
2042,New York,2637.7373826599996,-4679.39936508,2/25/20,0,26161672.0,0,0.0,
2043,North Carolina,3562.420971000001,-7950.109873960003,2/25/20,0,10488084.0,0,0.0,
2044,North Dakota,2511.8558565800004,-5313.217852090001,2/25/20,0,762062.0,0,0.0,
2045,Northern Mariana Islands,15.0979,145.6739,2/25/20,0,55144.0,0,0.0,
2046,Ohio,3547.3389435400018,-7289.51590458,2/25/20,0,11689100.0,0,0.0,
2047,Oklahoma,2733.6474108,-7488.35776672,2/25/20,0,3956971.0,0,0.0,
2048,Oregon,1601.7264242899996,-4373.1691055,2/25/20,0,4217737.0,0,0.0,
2049,Pennsylvania,2734.8112497699994,-5200.22629518,2/25/20,0,12801989.0,0,0.0,
2050,Puerto Rico,1422.70343,-5179.780198999999,2/25/20,0,3754939.0,0,0.0,
2051,Rhode Island,208.27571053,-357.32052549,2/25/20,0,1059361.0,0,0.0,
2052,South Carolina,1562.0437180300005,-3725.2363858399995,2/25/20,0,5148714.0,0,0.0,
2053,South Dakota,2921.9978651999995,-6554.50198811,2/25/20,0,884659.0,0,0.0,
2054,Tennessee,3409.0847101599993,-8180.328683919998,2/25/20,0,6829174.0,0,0.0,
2055,Texas,8041.803434339999,-25057.879425249983,2/25/20,0,28995881.0,0,0.0,
2056,Utah,1388.55098628,-3904.519943400001,2/25/20,0,3205958.0,0,0.0,
2057,Vermont,618.2329411800001,-1017.58132988,2/25/20,0,623989.0,0,0.0,
2058,Virgin Islands,18.3358,-64.8963,2/25/20,0,107268.0,0,0.0,
2059,Virginia,4996.297993259999,-10442.323660759994,2/25/20,0,8535519.0,0,0.0,
2060,Washington,1842.11767038,-4708.049596200001,2/25/20,1,7614893.0,0,0.013132160885254724,0.0
2061,West Virginia,2134.78395387,-4433.959998229999,2/25/20,0,1792147.0,0,0.0,
2062,Wisconsin,3196.450331630001,-6465.454558629999,2/25/20,0,5822434.0,0,0.0,
2063,Wyoming,990.9983666200001,-2464.5245707,2/25/20,0,578759.0,0,0.0,
2064,US,,,2/25/20,15,339573798.0,0,0.004417301949781178,0.0
2065,Alabama,2203.24678369,-5809.578199250002,2/26/20,0,4903185.0,0,0.0,
2066,Alaska,1747.1777653900003,-4293.070291,2/26/20,0,731545.0,0,0.0,
2067,American Samoa,-14.270999999999999,-170.132,2/26/20,0,55641.0,0,0.0,
2068,Arizona,505.13855463,-1671.9484819,2/26/20,1,7278717.0,0,0.013738684990775159,0.0
2069,Arkansas,2618.39170427,-6932.548370129999,2/26/20,0,3017804.0,0,0.0,
2070,California,2194.94977547,-7002.258461499999,2/26/20,10,39512223.0,0,0.025308624118668292,0.0
2071,Colorado,2491.870365929999,-6751.119357399998,2/26/20,0,5758736.0,0,0.0,
2072,Connecticut,332.90944112,-581.25463743,2/26/20,0,3565287.0,0,0.0,
2073,Delaware,117.32783047000001,-226.59971236999996,2/26/20,0,973764.0,0,0.0,
2075,District of Columbia,38.90417773,-77.01655992,2/26/20,0,705749.0,0,0.0,
2076,Florida,1939.0305769000004,-5540.949841920001,2/26/20,0,21477737.0,0,0.0,
2077,Georgia,5216.5566110300015,-13288.811358250005,2/26/20,0,10617423.0,0,0.0,
2079,Guam,13.4443,144.7937,2/26/20,0,164229.0,0,0.0,
2080,Hawaii,105.14141503,-786.6161824,2/26/20,0,1415872.0,0,0.0,
2081,Idaho,1947.5896553700004,-5036.245496399999,2/26/20,0,1787065.0,0,0.0,
2082,Illinois,4064.04900553,-9096.1896671,2/26/20,2,12671821.0,0,0.01578305122839093,0.0
2083,Indiana,3665.036491239999,-7932.1082973199955,2/26/20,0,6732219.0,0,0.0,
2084,Iowa,4160.9610923300015,-9253.08642292,2/26/20,0,3155070.0,0,0.0,
2085,Kansas,4040.9647841699993,-10298.87791087,2/26/20,0,2913314.0,0,0.0,
2086,Kentucky,4514.657262000001,-10223.986874159998,2/26/20,0,4467673.0,0,0.0,
2087,Louisiana,1989.9153525399995,-5876.747945990001,2/26/20,0,4648794.0,0,0.0,
2088,Maine,715.0030145,-1112.38029805,2/26/20,0,1344212.0,0,0.0,
2089,Maryland,936.35809657,-1840.2112226099998,2/26/20,0,6045680.0,0,0.0,
2090,Massachusetts,630.9941489099999,-1071.27703141,2/26/20,1,6892503.0,0,0.014508517442792551,0.0
2091,Michigan,3655.6204674499986,-7070.080729440003,2/26/20,0,9986857.0,0,0.0,
2092,Minnesota,3963.0251292199996,-8215.492913339998,2/26/20,0,5639632.0,0,0.0,
2093,Mississippi,2689.00357846,-7350.949515640001,2/26/20,0,2976149.0,0,0.0,
2094,Missouri,4460.9847262700005,-10729.940478620003,2/26/20,0,6626371.0,0,0.0,
2095,Montana,2630.5827033899996,-6143.222113400001,2/26/20,0,1068778.0,0,0.0,
2096,Nebraska,3842.9269300899973,-9210.62813682,2/26/20,0,1934408.0,0,0.0,
2097,Nevada,667.3519446600001,-1998.5878900999996,2/26/20,0,3080156.0,0,0.0,
2098,New Hampshire,434.78972876,-715.77656705,2/26/20,0,1359711.0,0,0.0,
2099,New Jersey,846.0152591300001,-1567.07144401,2/26/20,0,8882190.0,0,0.0,
2100,New Mexico,1140.1288462999999,-3494.2745445,2/26/20,0,2096829.0,0,0.0,
2101,New York,2637.7373826599996,-4679.39936508,2/26/20,0,26161672.0,0,0.0,
2102,North Carolina,3562.420971000001,-7950.109873960003,2/26/20,0,10488084.0,0,0.0,
2103,North Dakota,2511.8558565800004,-5313.217852090001,2/26/20,0,762062.0,0,0.0,
2104,Northern Mariana Islands,15.0979,145.6739,2/26/20,0,55144.0,0,0.0,
2105,Ohio,3547.3389435400018,-7289.51590458,2/26/20,0,11689100.0,0,0.0,
2106,Oklahoma,2733.6474108,-7488.35776672,2/26/20,0,3956971.0,0,0.0,
2107,Oregon,1601.7264242899996,-4373.1691055,2/26/20,0,4217737.0,0,0.0,
2108,Pennsylvania,2734.8112497699994,-5200.22629518,2/26/20,0,12801989.0,0,0.0,
2109,Puerto Rico,1422.70343,-5179.780198999999,2/26/20,0,3754939.0,0,0.0,
2110,Rhode Island,208.27571053,-357.32052549,2/26/20,0,1059361.0,0,0.0,
2111,South Carolina,1562.0437180300005,-3725.2363858399995,2/26/20,0,5148714.0,0,0.0,
2112,South Dakota,2921.9978651999995,-6554.50198811,2/26/20,0,884659.0,0,0.0,
2113,Tennessee,3409.0847101599993,-8180.328683919998,2/26/20,0,6829174.0,0,0.0,
2114,Texas,8041.803434339999,-25057.879425249983,2/26/20,0,28995881.0,0,0.0,
2115,Utah,1388.55098628,-3904.519943400001,2/26/20,0,3205958.0,0,0.0,
2116,Vermont,618.2329411800001,-1017.58132988,2/26/20,0,623989.0,0,0.0,
2117,Virgin Islands,18.3358,-64.8963,2/26/20,0,107268.0,0,0.0,
2118,Virginia,4996.297993259999,-10442.323660759994,2/26/20,0,8535519.0,0,0.0,
2119,Washington,1842.11767038,-4708.049596200001,2/26/20,1,7614893.0,0,0.013132160885254724,0.0
2120,West Virginia,2134.78395387,-4433.959998229999,2/26/20,0,1792147.0,0,0.0,
2121,Wisconsin,3196.450331630001,-6465.454558629999,2/26/20,0,5822434.0,0,0.0,
2122,Wyoming,990.9983666200001,-2464.5245707,2/26/20,0,578759.0,0,0.0,
2123,US,,,2/26/20,15,339573798.0,0,0.004417301949781178,0.0
2124,Alabama,2203.24678369,-5809.578199250002,2/27/20,0,4903185.0,0,0.0,
2125,Alaska,1747.1777653900003,-4293.070291,2/27/20,0,731545.0,0,0.0,
2126,American Samoa,-14.270999999999999,-170.132,2/27/20,0,55641.0,0,0.0,
2127,Arizona,505.13855463,-1671.9484819,2/27/20,1,7278717.0,0,0.013738684990775159,0.0
2128,Arkansas,2618.39170427,-6932.548370129999,2/27/20,0,3017804.0,0,0.0,
2129,California,2194.94977547,-7002.258461499999,2/27/20,11,39512223.0,0,0.02783948653053512,0.0
2130,Colorado,2491.870365929999,-6751.119357399998,2/27/20,0,5758736.0,0,0.0,
2131,Connecticut,332.90944112,-581.25463743,2/27/20,0,3565287.0,0,0.0,
2132,Delaware,117.32783047000001,-226.59971236999996,2/27/20,0,973764.0,0,0.0,
2134,District of Columbia,38.90417773,-77.01655992,2/27/20,0,705749.0,0,0.0,
2135,Florida,1939.0305769000004,-5540.949841920001,2/27/20,0,21477737.0,0,0.0,
2136,Georgia,5216.5566110300015,-13288.811358250005,2/27/20,0,10617423.0,0,0.0,
2138,Guam,13.4443,144.7937,2/27/20,0,164229.0,0,0.0,
2139,Hawaii,105.14141503,-786.6161824,2/27/20,0,1415872.0,0,0.0,
2140,Idaho,1947.5896553700004,-5036.245496399999,2/27/20,0,1787065.0,0,0.0,
2141,Illinois,4064.04900553,-9096.1896671,2/27/20,2,12671821.0,0,0.01578305122839093,0.0
2142,Indiana,3665.036491239999,-7932.1082973199955,2/27/20,0,6732219.0,0,0.0,
2143,Iowa,4160.9610923300015,-9253.08642292,2/27/20,0,3155070.0,0,0.0,
2144,Kansas,4040.9647841699993,-10298.87791087,2/27/20,0,2913314.0,0,0.0,
2145,Kentucky,4514.657262000001,-10223.986874159998,2/27/20,0,4467673.0,0,0.0,
2146,Louisiana,1989.9153525399995,-5876.747945990001,2/27/20,0,4648794.0,0,0.0,
2147,Maine,715.0030145,-1112.38029805,2/27/20,0,1344212.0,0,0.0,
2148,Maryland,936.35809657,-1840.2112226099998,2/27/20,0,6045680.0,0,0.0,
2149,Massachusetts,630.9941489099999,-1071.27703141,2/27/20,1,6892503.0,0,0.014508517442792551,0.0
2150,Michigan,3655.6204674499986,-7070.080729440003,2/27/20,0,9986857.0,0,0.0,
2151,Minnesota,3963.0251292199996,-8215.492913339998,2/27/20,0,5639632.0,0,0.0,
2152,Mississippi,2689.00357846,-7350.949515640001,2/27/20,0,2976149.0,0,0.0,
2153,Missouri,4460.9847262700005,-10729.940478620003,2/27/20,0,6626371.0,0,0.0,
2154,Montana,2630.5827033899996,-6143.222113400001,2/27/20,0,1068778.0,0,0.0,
2155,Nebraska,3842.9269300899973,-9210.62813682,2/27/20,0,1934408.0,0,0.0,
2156,Nevada,667.3519446600001,-1998.5878900999996,2/27/20,0,3080156.0,0,0.0,
2157,New Hampshire,434.78972876,-715.77656705,2/27/20,0,1359711.0,0,0.0,
2158,New Jersey,846.0152591300001,-1567.07144401,2/27/20,0,8882190.0,0,0.0,
2159,New Mexico,1140.1288462999999,-3494.2745445,2/27/20,0,2096829.0,0,0.0,
2160,New York,2637.7373826599996,-4679.39936508,2/27/20,0,26161672.0,0,0.0,
2161,North Carolina,3562.420971000001,-7950.109873960003,2/27/20,0,10488084.0,0,0.0,
2162,North Dakota,2511.8558565800004,-5313.217852090001,2/27/20,0,762062.0,0,0.0,
2163,Northern Mariana Islands,15.0979,145.6739,2/27/20,0,55144.0,0,0.0,
2164,Ohio,3547.3389435400018,-7289.51590458,2/27/20,0,11689100.0,0,0.0,
2165,Oklahoma,2733.6474108,-7488.35776672,2/27/20,0,3956971.0,0,0.0,
2166,Oregon,1601.7264242899996,-4373.1691055,2/27/20,0,4217737.0,0,0.0,
2167,Pennsylvania,2734.8112497699994,-5200.22629518,2/27/20,0,12801989.0,0,0.0,
2168,Puerto Rico,1422.70343,-5179.780198999999,2/27/20,0,3754939.0,0,0.0,
2169,Rhode Island,208.27571053,-357.32052549,2/27/20,0,1059361.0,0,0.0,
2170,South Carolina,1562.0437180300005,-3725.2363858399995,2/27/20,0,5148714.0,0,0.0,
2171,South Dakota,2921.9978651999995,-6554.50198811,2/27/20,0,884659.0,0,0.0,
2172,Tennessee,3409.0847101599993,-8180.328683919998,2/27/20,0,6829174.0,0,0.0,
2173,Texas,8041.803434339999,-25057.879425249983,2/27/20,0,28995881.0,0,0.0,
2174,Utah,1388.55098628,-3904.519943400001,2/27/20,0,3205958.0,0,0.0,
2175,Vermont,618.2329411800001,-1017.58132988,2/27/20,0,623989.0,0,0.0,
2176,Virgin Islands,18.3358,-64.8963,2/27/20,0,107268.0,0,0.0,
2177,Virginia,4996.297993259999,-10442.323660759994,2/27/20,0,8535519.0,0,0.0,
2178,Washington,1842.11767038,-4708.049596200001,2/27/20,1,7614893.0,0,0.013132160885254724,0.0
2179,West Virginia,2134.78395387,-4433.959998229999,2/27/20,0,1792147.0,0,0.0,
2180,Wisconsin,3196.450331630001,-6465.454558629999,2/27/20,0,5822434.0,0,0.0,
2181,Wyoming,990.9983666200001,-2464.5245707,2/27/20,0,578759.0,0,0.0,
2182,US,,,2/27/20,16,339573798.0,0,0.004711788746433257,0.0
2183,Alabama,2203.24678369,-5809.578199250002,2/28/20,0,4903185.0,0,0.0,
2184,Alaska,1747.1777653900003,-4293.070291,2/28/20,0,731545.0,0,0.0,
2185,American Samoa,-14.270999999999999,-170.132,2/28/20,0,55641.0,0,0.0,
2186,Arizona,505.13855463,-1671.9484819,2/28/20,1,7278717.0,0,0.013738684990775159,0.0
2187,Arkansas,2618.39170427,-6932.548370129999,2/28/20,0,3017804.0,0,0.0,
2188,California,2194.94977547,-7002.258461499999,2/28/20,11,39512223.0,0,0.02783948653053512,0.0
2189,Colorado,2491.870365929999,-6751.119357399998,2/28/20,0,5758736.0,0,0.0,
2190,Connecticut,332.90944112,-581.25463743,2/28/20,0,3565287.0,0,0.0,
2191,Delaware,117.32783047000001,-226.59971236999996,2/28/20,0,973764.0,0,0.0,
2193,District of Columbia,38.90417773,-77.01655992,2/28/20,0,705749.0,0,0.0,
2194,Florida,1939.0305769000004,-5540.949841920001,2/28/20,0,21477737.0,0,0.0,
2195,Georgia,5216.5566110300015,-13288.811358250005,2/28/20,0,10617423.0,0,0.0,
2197,Guam,13.4443,144.7937,2/28/20,0,164229.0,0,0.0,
2198,Hawaii,105.14141503,-786.6161824,2/28/20,0,1415872.0,0,0.0,
2199,Idaho,1947.5896553700004,-5036.245496399999,2/28/20,0,1787065.0,0,0.0,
2200,Illinois,4064.04900553,-9096.1896671,2/28/20,2,12671821.0,0,0.01578305122839093,0.0
2201,Indiana,3665.036491239999,-7932.1082973199955,2/28/20,0,6732219.0,0,0.0,
2202,Iowa,4160.9610923300015,-9253.08642292,2/28/20,0,3155070.0,0,0.0,
2203,Kansas,4040.9647841699993,-10298.87791087,2/28/20,0,2913314.0,0,0.0,
2204,Kentucky,4514.657262000001,-10223.986874159998,2/28/20,0,4467673.0,0,0.0,
2205,Louisiana,1989.9153525399995,-5876.747945990001,2/28/20,0,4648794.0,0,0.0,
2206,Maine,715.0030145,-1112.38029805,2/28/20,0,1344212.0,0,0.0,
2207,Maryland,936.35809657,-1840.2112226099998,2/28/20,0,6045680.0,0,0.0,
2208,Massachusetts,630.9941489099999,-1071.27703141,2/28/20,1,6892503.0,0,0.014508517442792551,0.0
2209,Michigan,3655.6204674499986,-7070.080729440003,2/28/20,0,9986857.0,0,0.0,
2210,Minnesota,3963.0251292199996,-8215.492913339998,2/28/20,0,5639632.0,0,0.0,
2211,Mississippi,2689.00357846,-7350.949515640001,2/28/20,0,2976149.0,0,0.0,
2212,Missouri,4460.9847262700005,-10729.940478620003,2/28/20,0,6626371.0,0,0.0,
2213,Montana,2630.5827033899996,-6143.222113400001,2/28/20,0,1068778.0,0,0.0,
2214,Nebraska,3842.9269300899973,-9210.62813682,2/28/20,0,1934408.0,0,0.0,
2215,Nevada,667.3519446600001,-1998.5878900999996,2/28/20,0,3080156.0,0,0.0,
2216,New Hampshire,434.78972876,-715.77656705,2/28/20,0,1359711.0,0,0.0,
2217,New Jersey,846.0152591300001,-1567.07144401,2/28/20,0,8882190.0,0,0.0,
2218,New Mexico,1140.1288462999999,-3494.2745445,2/28/20,0,2096829.0,0,0.0,
2219,New York,2637.7373826599996,-4679.39936508,2/28/20,0,26161672.0,0,0.0,
2220,North Carolina,3562.420971000001,-7950.109873960003,2/28/20,0,10488084.0,0,0.0,
2221,North Dakota,2511.8558565800004,-5313.217852090001,2/28/20,0,762062.0,0,0.0,
2222,Northern Mariana Islands,15.0979,145.6739,2/28/20,0,55144.0,0,0.0,
2223,Ohio,3547.3389435400018,-7289.51590458,2/28/20,0,11689100.0,0,0.0,
2224,Oklahoma,2733.6474108,-7488.35776672,2/28/20,0,3956971.0,0,0.0,
2225,Oregon,1601.7264242899996,-4373.1691055,2/28/20,0,4217737.0,0,0.0,
2226,Pennsylvania,2734.8112497699994,-5200.22629518,2/28/20,0,12801989.0,0,0.0,
2227,Puerto Rico,1422.70343,-5179.780198999999,2/28/20,0,3754939.0,0,0.0,
2228,Rhode Island,208.27571053,-357.32052549,2/28/20,0,1059361.0,0,0.0,
2229,South Carolina,1562.0437180300005,-3725.2363858399995,2/28/20,0,5148714.0,0,0.0,
2230,South Dakota,2921.9978651999995,-6554.50198811,2/28/20,0,884659.0,0,0.0,
2231,Tennessee,3409.0847101599993,-8180.328683919998,2/28/20,0,6829174.0,0,0.0,
2232,Texas,8041.803434339999,-25057.879425249983,2/28/20,0,28995881.0,0,0.0,
2233,Utah,1388.55098628,-3904.519943400001,2/28/20,0,3205958.0,0,0.0,
2234,Vermont,618.2329411800001,-1017.58132988,2/28/20,0,623989.0,0,0.0,
2235,Virgin Islands,18.3358,-64.8963,2/28/20,0,107268.0,0,0.0,
2236,Virginia,4996.297993259999,-10442.323660759994,2/28/20,0,8535519.0,0,0.0,
2237,Washington,1842.11767038,-4708.049596200001,2/28/20,1,7614893.0,0,0.013132160885254724,0.0
2238,West Virginia,2134.78395387,-4433.959998229999,2/28/20,0,1792147.0,0,0.0,
2239,Wisconsin,3196.450331630001,-6465.454558629999,2/28/20,0,5822434.0,0,0.0,
2240,Wyoming,990.9983666200001,-2464.5245707,2/28/20,0,578759.0,0,0.0,
2241,US,,,2/28/20,16,339573798.0,0,0.004711788746433257,0.0
2242,Alabama,2203.24678369,-5809.578199250002,2/29/20,0,4903185.0,0,0.0,
2243,Alaska,1747.1777653900003,-4293.070291,2/29/20,0,731545.0,0,0.0,
2244,American Samoa,-14.270999999999999,-170.132,2/29/20,0,55641.0,0,0.0,
2245,Arizona,505.13855463,-1671.9484819,2/29/20,1,7278717.0,0,0.013738684990775159,0.0
2246,Arkansas,2618.39170427,-6932.548370129999,2/29/20,0,3017804.0,0,0.0,
2247,California,2194.94977547,-7002.258461499999,2/29/20,12,39512223.0,0,0.03037034894240195,0.0
